procedure_code,current_domain,current_subdomain,risk_type,why_flagged,suggested_fix
1.014175,huu_tri,che_do_huu_tri,thin_checklist,"Checklist chỉ có 1 giấy tờ chính, dễ là chưa bóc đủ thành phần hồ sơ.",Đối chiếu lại raw_data để tách thêm giấy tờ chính hoặc biểu mẫu.
1.014589,huu_tri,che_do_huu_tri,thin_checklist,"Checklist chỉ có 1 giấy tờ chính, dễ là chưa bóc đủ thành phần hồ sơ.",Đối chiếu lại raw_data để tách thêm giấy tờ chính hoặc biểu mẫu.
1.013198,huu_tri,chuan_bi_nghi_huu,thin_checklist,"Checklist chỉ có 1 giấy tờ chính, dễ là chưa bóc đủ thành phần hồ sơ.",Đối chiếu lại raw_data để tách thêm giấy tờ chính hoặc biểu mẫu.
1.013140,huu_tri,che_do_huu_tri,thin_checklist,"Checklist chỉ có 1 giấy tờ chính, dễ là chưa bóc đủ thành phần hồ sơ.",Đối chiếu lại raw_data để tách thêm giấy tờ chính hoặc biểu mẫu.
1.013142,huu_tri,che_do_huu_tri,thin_checklist,"Checklist chỉ có 1 giấy tờ chính, dễ là chưa bóc đủ thành phần hồ sơ.",Đối chiếu lại raw_data để tách thêm giấy tờ chính hoặc biểu mẫu.
1.001710,huu_tri,che_do_huu_tri,thin_checklist,"Checklist chỉ có 1 giấy tờ chính, dễ là chưa bóc đủ thành phần hồ sơ.",Đối chiếu lại raw_data để tách thêm giấy tờ chính hoặc biểu mẫu.
2.000740,huu_tri,che_do_huu_tri,thin_checklist,"Checklist chỉ có 1 giấy tờ chính, dễ là chưa bóc đủ thành phần hồ sơ.",Đối chiếu lại raw_data để tách thêm giấy tờ chính hoặc biểu mẫu.
2.000547,nguoi_than_qua_doi,khai_tu,thin_checklist,"Checklist chỉ có 1 giấy tờ chính, dễ là chưa bóc đủ thành phần hồ sơ.",Đối chiếu lại raw_data để tách thêm giấy tờ chính hoặc biểu mẫu.
2.000702,nguoi_than_qua_doi,khai_tu,domain_mismatch_candidate,Tín hiệu từ title/field/scope nghiêng mạnh sang domain `hon_nhan_gia_dinh` (score 2) hơn domain hiện tại `nguoi_than_qua_doi` (score 0).,Review lại mapping domain; ứng viên gần nhất là `hon_nhan_gia_dinh`.
2.000702,nguoi_than_qua_doi,khai_tu,cross_group_overlap,"Mã này đang xuất hiện ở nhiều group Công dân: hon_nhan_gia_dinh, nguoi_than_qua_doi.",Xác nhận đây là overlap chủ ý hay đang kéo nhầm membership mở rộng.
2.000527,nguoi_than_qua_doi,khai_tu,subdomain_mismatch_candidate,Tín hiệu từ title/field/raw overview nghiêng sang subdomain `che_do_tu_tuat_mai_tang_phi` (score 2) hơn subdomain hiện tại `khai_tu` (score 0).,Review lại subdomain; ứng viên gần nhất là `che_do_tu_tuat_mai_tang_phi`.
1.005461,nguoi_than_qua_doi,khai_tu,subdomain_mismatch_candidate,Tín hiệu từ title/field/raw overview nghiêng sang subdomain `che_do_tu_tuat_mai_tang_phi` (score 2) hơn subdomain hiện tại `khai_tu` (score 0).,Review lại subdomain; ứng viên gần nhất là `che_do_tu_tuat_mai_tang_phi`.
1.005461,nguoi_than_qua_doi,khai_tu,thin_checklist,"Checklist chỉ có 1 giấy tờ chính, dễ là chưa bóc đủ thành phần hồ sơ.",Đối chiếu lại raw_data để tách thêm giấy tờ chính hoặc biểu mẫu.
1.000656,nguoi_than_qua_doi,khai_tu,subdomain_mismatch_candidate,Tín hiệu từ title/field/raw overview nghiêng sang subdomain `che_do_tu_tuat_mai_tang_phi` (score 2) hơn subdomain hiện tại `khai_tu` (score 0).,Review lại subdomain; ứng viên gần nhất là `che_do_tu_tuat_mai_tang_phi`.
1.001766,nguoi_than_qua_doi,khai_tu,subdomain_mismatch_candidate,Tín hiệu từ title/field/raw overview nghiêng sang subdomain `che_do_tu_tuat_mai_tang_phi` (score 2) hơn subdomain hiện tại `khai_tu` (score 0).,Review lại subdomain; ứng viên gần nhất là `che_do_tu_tuat_mai_tang_phi`.
1.004827,nguoi_than_qua_doi,khai_tu,subdomain_mismatch_candidate,Tín hiệu từ title/field/raw overview nghiêng sang subdomain `che_do_tu_tuat_mai_tang_phi` (score 2) hơn subdomain hiện tại `khai_tu` (score 0).,Review lại subdomain; ứng viên gần nhất là `che_do_tu_tuat_mai_tang_phi`.
1.000419,nguoi_than_qua_doi,khai_tu,subdomain_mismatch_candidate,Tín hiệu từ title/field/raw overview nghiêng sang subdomain `che_do_tu_tuat_mai_tang_phi` (score 2) hơn subdomain hiện tại `khai_tu` (score 0).,Review lại subdomain; ứng viên gần nhất là `che_do_tu_tuat_mai_tang_phi`.
1.000419,nguoi_than_qua_doi,khai_tu,thin_checklist,"Checklist chỉ có 1 giấy tờ chính, dễ là chưa bóc đủ thành phần hồ sơ.",Đối chiếu lại raw_data để tách thêm giấy tờ chính hoặc biểu mẫu.
2.000497,nguoi_than_qua_doi,khai_tu,subdomain_mismatch_candidate,Tín hiệu từ title/field/raw overview nghiêng sang subdomain `che_do_tu_tuat_mai_tang_phi` (score 2) hơn subdomain hiện tại `khai_tu` (score 0).,Review lại subdomain; ứng viên gần nhất là `che_do_tu_tuat_mai_tang_phi`.
2.000497,nguoi_than_qua_doi,khai_tu,thin_checklist,"Checklist chỉ có 1 giấy tờ chính, dễ là chưa bóc đủ thành phần hồ sơ.",Đối chiếu lại raw_data để tách thêm giấy tờ chính hoặc biểu mẫu.
3.000359,phuong_tien_nguoi_lai,giay_phep_lai_xe,thin_checklist,"Checklist chỉ có 1 giấy tờ chính, dễ là chưa bóc đủ thành phần hồ sơ.",Đối chiếu lại raw_data để tách thêm giấy tờ chính hoặc biểu mẫu.
1.013101,phuong_tien_nguoi_lai,dang_kiem_phuong_tien,thin_checklist,"Checklist chỉ có 1 giấy tờ chính, dễ là chưa bóc đủ thành phần hồ sơ.",Đối chiếu lại raw_data để tách thêm giấy tờ chính hoặc biểu mẫu.
6.006590,phuong_tien_nguoi_lai,dang_kiem_phuong_tien,shallow_user_steps,"Phần user_steps chỉ có 2 bước, có khả năng đang quá chung hoặc chưa bóc đủ luồng thủ tục.",Review lại steps/raw procedure flow để sinh lại user_steps.
1.004296,phuong_tien_nguoi_lai,dang_kiem_phuong_tien,thin_checklist,"Checklist chỉ có 1 giấy tờ chính, dễ là chưa bóc đủ thành phần hồ sơ.",Đối chiếu lại raw_data để tách thêm giấy tờ chính hoặc biểu mẫu.
3.000355,phuong_tien_nguoi_lai,giay_phep_lai_xe,thin_checklist,"Checklist chỉ có 1 giấy tờ chính, dễ là chưa bóc đủ thành phần hồ sơ.",Đối chiếu lại raw_data để tách thêm giấy tờ chính hoặc biểu mẫu.
1.013331,phuong_tien_nguoi_lai,dang_kiem_phuong_tien,domain_mismatch_candidate,Tín hiệu từ title/field/scope nghiêng mạnh sang domain `hoc_tap` (score 4) hơn domain hiện tại `phuong_tien_nguoi_lai` (score 0).,Review lại mapping domain; ứng viên gần nhất là `hoc_tap`.
1.013330,phuong_tien_nguoi_lai,dang_kiem_phuong_tien,domain_mismatch_candidate,Tín hiệu từ title/field/scope nghiêng mạnh sang domain `hoc_tap` (score 4) hơn domain hiện tại `phuong_tien_nguoi_lai` (score 0).,Review lại mapping domain; ứng viên gần nhất là `hoc_tap`.
1.013330,phuong_tien_nguoi_lai,dang_kiem_phuong_tien,thin_checklist,"Checklist chỉ có 1 giấy tờ chính, dễ là chưa bóc đủ thành phần hồ sơ.",Đối chiếu lại raw_data để tách thêm giấy tờ chính hoặc biểu mẫu.
1.011873,phuong_tien_nguoi_lai,dang_kiem_phuong_tien,thin_checklist,"Checklist chỉ có 1 giấy tờ chính, dễ là chưa bóc đủ thành phần hồ sơ.",Đối chiếu lại raw_data để tách thêm giấy tờ chính hoặc biểu mẫu.
1.013092,phuong_tien_nguoi_lai,dang_kiem_phuong_tien,thin_checklist,"Checklist chỉ có 1 giấy tờ chính, dễ là chưa bóc đủ thành phần hồ sơ.",Đối chiếu lại raw_data để tách thêm giấy tờ chính hoặc biểu mẫu.
1.000017,phuong_tien_nguoi_lai,dang_kiem_phuong_tien,thin_checklist,"Checklist chỉ có 1 giấy tờ chính, dễ là chưa bóc đủ thành phần hồ sơ.",Đối chiếu lại raw_data để tách thêm giấy tờ chính hoặc biểu mẫu.
1.011874,phuong_tien_nguoi_lai,dang_kiem_phuong_tien,thin_checklist,"Checklist chỉ có 1 giấy tờ chính, dễ là chưa bóc đủ thành phần hồ sơ.",Đối chiếu lại raw_data để tách thêm giấy tờ chính hoặc biểu mẫu.
3.000356,phuong_tien_nguoi_lai,giay_phep_lai_xe,thin_checklist,"Checklist chỉ có 1 giấy tờ chính, dễ là chưa bóc đủ thành phần hồ sơ.",Đối chiếu lại raw_data để tách thêm giấy tờ chính hoặc biểu mẫu.
3.000362,phuong_tien_nguoi_lai,giay_phep_lai_xe,thin_checklist,"Checklist chỉ có 1 giấy tờ chính, dễ là chưa bóc đủ thành phần hồ sơ.",Đối chiếu lại raw_data để tách thêm giấy tờ chính hoặc biểu mẫu.
2.000082,phuong_tien_nguoi_lai,dang_kiem_phuong_tien,thin_checklist,"Checklist chỉ có 1 giấy tờ chính, dễ là chưa bóc đủ thành phần hồ sơ.",Đối chiếu lại raw_data để tách thêm giấy tờ chính hoặc biểu mẫu.
1.013329,phuong_tien_nguoi_lai,dang_kiem_phuong_tien,domain_mismatch_candidate,Tín hiệu từ title/field/scope nghiêng mạnh sang domain `hoc_tap` (score 4) hơn domain hiện tại `phuong_tien_nguoi_lai` (score 0).,Review lại mapping domain; ứng viên gần nhất là `hoc_tap`.
1.013329,phuong_tien_nguoi_lai,dang_kiem_phuong_tien,thin_checklist,"Checklist chỉ có 1 giấy tờ chính, dễ là chưa bóc đủ thành phần hồ sơ.",Đối chiếu lại raw_data để tách thêm giấy tờ chính hoặc biểu mẫu.
3.000381,phuong_tien_nguoi_lai,dang_ky_phuong_tien,thin_checklist,"Checklist chỉ có 1 giấy tờ chính, dễ là chưa bóc đủ thành phần hồ sơ.",Đối chiếu lại raw_data để tách thêm giấy tờ chính hoặc biểu mẫu.
1.000010,phuong_tien_nguoi_lai,dang_kiem_phuong_tien,thin_checklist,"Checklist chỉ có 1 giấy tờ chính, dễ là chưa bóc đủ thành phần hồ sơ.",Đối chiếu lại raw_data để tách thêm giấy tờ chính hoặc biểu mẫu.
5.003808,phuong_tien_nguoi_lai,dang_kiem_phuong_tien,shallow_user_steps,"Phần user_steps chỉ có 2 bước, có khả năng đang quá chung hoặc chưa bóc đủ luồng thủ tục.",Review lại steps/raw procedure flow để sinh lại user_steps.
1.001521,suc_khoe_y_te,chinh_sach_y_te,thin_checklist,"Checklist chỉ có 1 giấy tờ chính, dễ là chưa bóc đủ thành phần hồ sơ.",Đối chiếu lại raw_data để tách thêm giấy tờ chính hoặc biểu mẫu.
1.001632,suc_khoe_y_te,chinh_sach_y_te,thin_checklist,"Checklist chỉ có 1 giấy tờ chính, dễ là chưa bóc đủ thành phần hồ sơ.",Đối chiếu lại raw_data để tách thêm giấy tờ chính hoặc biểu mẫu.
1.001643,suc_khoe_y_te,chinh_sach_y_te,thin_checklist,"Checklist chỉ có 1 giấy tờ chính, dễ là chưa bóc đủ thành phần hồ sơ.",Đối chiếu lại raw_data để tách thêm giấy tờ chính hoặc biểu mẫu.
2.000693,suc_khoe_y_te,chinh_sach_y_te,thin_checklist,"Checklist chỉ có 1 giấy tờ chính, dễ là chưa bóc đủ thành phần hồ sơ.",Đối chiếu lại raw_data để tách thêm giấy tờ chính hoặc biểu mẫu.
1.001667,suc_khoe_y_te,chinh_sach_y_te,thin_checklist,"Checklist chỉ có 1 giấy tờ chính, dễ là chưa bóc đủ thành phần hồ sơ.",Đối chiếu lại raw_data để tách thêm giấy tờ chính hoặc biểu mẫu.
1.001598,suc_khoe_y_te,chinh_sach_y_te,thin_checklist,"Checklist chỉ có 1 giấy tờ chính, dễ là chưa bóc đủ thành phần hồ sơ.",Đối chiếu lại raw_data để tách thêm giấy tờ chính hoặc biểu mẫu.
1.001656,suc_khoe_y_te,kham_chua_benh,thin_checklist,"Checklist chỉ có 1 giấy tờ chính, dễ là chưa bóc đủ thành phần hồ sơ.",Đối chiếu lại raw_data để tách thêm giấy tờ chính hoặc biểu mẫu.
2.001940,viec_lam,cap_phep_lao_dong_nguoi_nuoc_ngoai,thin_checklist,"Checklist chỉ có 1 giấy tờ chính, dễ là chưa bóc đủ thành phần hồ sơ.",Đối chiếu lại raw_data để tách thêm giấy tờ chính hoặc biểu mẫu.
2.001940,viec_lam,cap_phep_lao_dong_nguoi_nuoc_ngoai,shallow_user_steps,"Phần user_steps chỉ có 2 bước, có khả năng đang quá chung hoặc chưa bóc đủ luồng thủ tục.",Review lại steps/raw procedure flow để sinh lại user_steps.
1.014752,viec_lam,bao_hiem_xa_hoi_that_nghiep_tro_cap,shallow_user_steps,"Phần user_steps chỉ có 2 bước, có khả năng đang quá chung hoặc chưa bóc đủ luồng thủ tục.",Review lại steps/raw procedure flow để sinh lại user_steps.
1.014745,viec_lam,bao_hiem_xa_hoi_that_nghiep_tro_cap,thin_checklist,Checklist không có giấy tờ chính và cũng không có form rõ ràng để người dùng bám theo.,Bổ sung primary checklist từ raw_data hoặc enrich lại documents.summary/normally_required.
1.014751,viec_lam,bao_hiem_xa_hoi_that_nghiep_tro_cap,shallow_user_steps,"Phần user_steps chỉ có 2 bước, có khả năng đang quá chung hoặc chưa bóc đủ luồng thủ tục.",Review lại steps/raw procedure flow để sinh lại user_steps.
1.014750,viec_lam,bao_hiem_xa_hoi_that_nghiep_tro_cap,thin_checklist,"Checklist chỉ có 1 giấy tờ chính, dễ là chưa bóc đủ thành phần hồ sơ.",Đối chiếu lại raw_data để tách thêm giấy tờ chính hoặc biểu mẫu.
1.014750,viec_lam,bao_hiem_xa_hoi_that_nghiep_tro_cap,shallow_user_steps,"Phần user_steps chỉ có 2 bước, có khả năng đang quá chung hoặc chưa bóc đủ luồng thủ tục.",Review lại steps/raw procedure flow để sinh lại user_steps.
1.001601,viec_lam,bao_hiem_xa_hoi_that_nghiep_tro_cap,thin_checklist,"Checklist chỉ có 1 giấy tờ chính, dễ là chưa bóc đủ thành phần hồ sơ.",Đối chiếu lại raw_data để tách thêm giấy tờ chính hoặc biểu mẫu.
1.004527,viec_lam,cap_phep_lao_dong_nguoi_nuoc_ngoai,thin_checklist,Checklist không có giấy tờ chính và cũng không có form rõ ràng để người dùng bám theo.,Bổ sung primary checklist từ raw_data hoặc enrich lại documents.summary/normally_required.
